cluster_id,class_auto,subtype_auto,neuropeptide_auto,top_enriched_genes,top_regions,top_dissections
225,NEUR,MSN-D1 MSN-ECC,CHGB NAMPT NUCB PDYN PENK SCG TAC UBL VGF proSAAS,"AC008786.1, ZNF736P9Y, LMNTD1, CASZ1, OTOF, S100Z, AC068633.1, DNAH8, CALCRL, MUC19","Amygdala: 47.2%, Basal forebrain: 33.3%, Cerebral cortex: 10.2%","Human SI: 15.2%, Human BNST: 14.1%, Human La: 12.0%"
226,NEUR,MSN-D1 MSN-ECC,CHGB NAMPT NUCB PDYN PENK SCG TAC UBL VGF proSAAS,"NPFFR2, OTOF, GDNF-AS1, PDYN, ZNF736P9Y, DRD1, LINC01550, FBXL21P, AC034226.1, GFRA1","Basal forebrain: 33.6%, Amygdala: 33.3%, Hypothalamus: 19.3%","Human SI: 25.6%, Human BNST: 15.8%, Human HTHpo: 14.4%"
227,NEUR,MSN-D1,CHGB NAMPT NTS NUCB PDYN PENK SCG TAC VGF proSAAS,"NPFFR2, FAM160A1, AC002072.1, NTS, FAM9B, NPNT, GDNF-AS1, RD3, WFS1, OTOF","Amygdala: 52.6%, Basal forebrain: 20.6%, Hypothalamus: 20.3%","Human CMN: 22.0%, Human SI: 19.2%, Human CEN: 13.6%"
228,NEUR,MSN-D1,CCK CHGA CHGB NAMPT NUCB PDYN SCG TAC UBL VGF proSAAS,"NPFFR2, AC087516.2, AC083837.1, AC008127.1, AL365255.1, AC097459.1, AC092590.1, EYA2, DBX2, SCN5A","Amygdala: 83.7%, Cerebral cortex: 12.2%, Thalamus: 1.9%","Human La: 25.3%, Human BM: 17.5%, Human CEN: 16.1%"
229,NEUR,MSN-D1,CCK CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG TAC UBL VGF proSAAS,"NPFFR2, AC087516.2, CACNG5, EYA2, PDYN, ISM2, ZNF736P9Y, LINC00354, FOXP2, GPR88","Amygdala: 56.1%, Basal forebrain: 28.8%, Cerebral cortex: 11.2%","Human CEN: 21.7%, Human CMN: 17.8%, Human Cla: 12.9%"
230,NEUR,MSN-D1,CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS,"EYA2, NPFFR2, CAPSL, ZNF736P9Y, PRSS35, LINC00354, PCDH11Y, AL359649.1, ITGA6, ISM2","Amygdala: 41.5%, Basal forebrain: 26.8%, Cerebral cortex: 15.8%","Human SI: 21.0%, Human BNST: 15.9%, Human CMN: 12.9%"
231,NEUR,MSN-D1,CHGB NAMPT NUCB PDYN PENK SCG VGF proSAAS,"LMNTD1, NPFFR2, AC012078.2, ZNF736P9Y, GABRQ, EYA2, PCDH11Y, CAPSL, DRAXIN, ITGA6","Amygdala: 60.2%, Basal forebrain: 16.4%, Cerebral cortex: 13.7%","Human CMN: 15.9%, Human CEN: 12.8%, Human SI: 11.6%"
232,NEUR,MSN-D1,CHGB NAMPT NUCB PDYN PENK SCG UBL VGF proSAAS,"ZNF736P9Y, CAPSL, GABRQ, LMNTD1, EYA2, NPFFR2, OTOF, PCDH11Y, RD3, LINC01550","Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%","Human SI: 25.7%, Human HTHpo: 17.0%, Human BNST: 16.4%"
233,NEUR,MSN-D1 MSN-ECC,CHGA CHGB NAMPT NUCB PDYN PENK SCG UBL VGF proSAAS,"ZNF736P9Y, NPFFR2, GABRQ, NMBR, LMNTD1, PRSS35, FRMD7, PCDH11Y, CAPSL, LINC00354","Amygdala: 73.7%, Thalamus: 9.5%, Hypothalamus: 5.8%","Human La: 23.4%, Human CEN: 17.3%, Human BNST: 12.8%"
234,NEUR,MSN-D1,CCK CHGA CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS,"NPFFR2, ZNF736P9Y, GABRQ, LMNTD1, EYA2, AC012078.2, AC087516.2, PCDH11Y, LINC00354, NMBR","Amygdala: 75.9%, Cerebral cortex: 14.6%, Thalamus: 5.4%","Human BM: 29.1%, Human CEN: 16.6%, Human CMN: 14.3%"
235,NEUR,INT-SST-CHODL,CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"NPY, CORT, SST, NOS1, AC005837.1, TLL2, CRHBP, TENT5A, TACR1, LHX6","Cerebral cortex: 31.8%, Amygdala: 28.5%, Basal forebrain: 25.2%","Human SI: 7.7%, Human CEN: 6.9%, Human Pu: 5.7%"
236,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NPPC NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"LHX6, MYO5B, CRHBP, PRTG, AC022905.1, NGF, TRG-AS1, RGS5, TAC1, RASGRF2-AS1","Hippocampus: 61.2%, Cerebral cortex: 21.0%, Amygdala: 16.5%","Human CA1C-CA3C: 17.3%, Human CA1U-CA2U-CA3U: 11.6%, Human CA1R-CA2R-CA3R: 8.6%"
237,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PTHLH SCG SST TAC UBL VGF proSAAS,"FBN2, LHX6, PDGFD, SNTG2, SOX6, CDCA7, AKR1C8P, AC022905.1, IGFBP4, AP002989.1","Amygdala: 57.4%, Cerebral cortex: 20.2%, Basal forebrain: 8.4%","Human BL: 16.0%, Human CMN: 13.9%, Human CEN: 8.6%"
238,NEUR,,CALCB CCK CHGA CHGB CORT CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG UBL proSAAS,"CRABP1, KLB, AP002989.1, HTR3A, PLSCR5, PDGFD, HAPLN1, EXOC1L, IL1RAPL2, AL356108.1","Basal forebrain: 57.1%, Amygdala: 27.7%, Cerebral cortex: 6.8%","Human CaB: 15.6%, Human NAC: 12.7%, Human SI: 10.8%"
239,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"AC022905.1, NMU, MAFB, SCARA5, PRDM1, TRBC2, MYO5B, PDCL2, BLM, PNOC","Cerebral cortex: 95.4%, Hippocampus: 1.5%, Basal forebrain: 1.2%","Human M1C: 10.0%, Human MTG: 6.9%, Human A29-A30: 5.1%"
240,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL proSAAS,"AC011586.2, AC022905.1, MSR1, IL18R1, PRDM1, MYO5B, RGS5, CDKN2B-AS1, CMTM8, CDCA7","Cerebral cortex: 92.3%, Amygdala: 3.0%, Hippocampus: 2.3%","Human M1C: 10.5%, Human MTG: 7.6%, Human A40: 5.0%"
241,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST UBL proSAAS,"AC011586.2, MSR1, AC022905.1, AC113347.4, MCOLN2, AC011586.1, CMTM8, MYO5B, AL355672.1, SLC27A6","Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%","Human MTG: 6.3%, Human M1C: 5.3%, Human A43: 5.1%"
242,NEUR,,CBLN CCK CHGA CHGB IGF NMU NUCB NXPH PENK PNOC SCG SST TAC proSAAS,"AC022905.1, AC113347.4, MCUB, ELFN1, DCN, FBN2, SLC27A6, TNFSF15, SST, LINC02397","Cerebral cortex: 90.8%, Hippocampus: 4.6%, Basal forebrain: 1.8%","Human M1C: 6.8%, Human MTG: 6.4%, Human A32: 5.4%"
243,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS,"LINC01687, AC011586.2, AC113347.4, MSR1, HPGD, AC011586.1, CMTM8, SST, DCN, AOX1","Cerebral cortex: 96.3%, Hippocampus: 1.4%, Basal forebrain: 1.1%","Human MTG: 8.2%, Human A40: 5.9%, Human M1C: 4.5%"
244,NEUR,INT-SST INT-SST-CHODL,CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS,"NPY, SST, AC011586.2, LINC01687, ELFN1, MSR1, MCUB, ADAMTS12, CORT, TAC3","Cerebral cortex: 77.4%, Amygdala: 13.7%, Hippocampus: 6.5%","Human MEC: 5.8%, Human MTG: 5.5%, Human LEC: 5.4%"
245,NEUR,INT-SST INT-SST-CHODL,CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"NPY, LINC02397, ELFN1, SST, MCUB, AC022905.1, STK32B, TNFSF15, AC105411.1, AC113347.4","Amygdala: 50.6%, Cerebral cortex: 31.0%, Hippocampus: 15.3%","Human CMN: 23.8%, Human BL: 9.2%, Human BM: 7.6%"
246,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NPY NUCB NXPH PENK PNOC SCG SST TAC UBL VGF proSAAS,"AC113347.4, PROM1, ELFN1, SST, LINC02192, TNFSF15, TAC1, LINC01687, DEPDC1, NGF","Hippocampus: 72.3%, Cerebral cortex: 16.5%, Amygdala: 8.9%","Human CA4C-DGC: 21.5%, Human CA3R: 12.6%, Human CA1C-CA3C: 9.5%"
247,NEUR,,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH SCG SST TAC UBL VGF proSAAS,"AC022133.2, AC022126.1, AL450345.2, KCNJ5, TNFSF15, LINC02624, MYHAS, ZAP70, LINC02192, FAM89A","Hippocampus: 91.0%, Amygdala: 4.8%, Cerebral cortex: 3.4%","Human CA1C-CA3C: 20.3%, Human CA1U-CA2U-CA3U: 19.1%, Human CA1: 16.6%"
248,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"HPGD, TAC1, FAM89A, AL450345.2, DCN, ALDH1A3, AC096751.2, CORT, BMP3, LHX6","Cerebral cortex: 78.8%, Hippocampus: 12.5%, Amygdala: 5.0%","Human V1C: 11.2%, Human M1C: 10.1%, Human MTG: 4.4%"
249,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"SCARA5, SST, ELFN1, DCN, ITGA1, PAWR, FAM89A, TNFSF15, MCUB, CRHBP","Cerebral cortex: 61.8%, Hippocampus: 23.3%, Amygdala: 10.2%","Human MEC: 10.2%, Human LEC: 7.8%, Human CA1C-CA3C: 6.1%"
250,NEUR,,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"PROM1, NMU, ADGRG6, AC022905.1, KCNJ5, MCUB, PAWR, SST, SCARA5, AC113347.4","Cerebral cortex: 92.5%, Hippocampus: 2.4%, Basal forebrain: 2.2%","Human MEC: 7.1%, Human M1C: 7.0%, Human MTG: 5.6%"
251,NEUR,,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST UBL VGF proSAAS,"EDNRA, NMU, MAFB, CYP26A1, PNOC, PDCL2, KCNJ5, SST, TRBC2, ADGRG6","Cerebral cortex: 94.0%, Hippocampus: 2.5%, Basal forebrain: 2.4%","Human MTG: 6.6%, Human A29-A30: 5.6%, Human M1C: 4.6%"
252,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"EDNRA, AL450345.2, NMU, SST, PAWR, TAC3, DCN, PNOC, CYP26A1, ITGA1","Cerebral cortex: 85.8%, Hippocampus: 8.0%, Basal forebrain: 3.6%","Human M1C: 11.7%, Human MTG: 6.1%, Human S1C: 4.3%"
253,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"LINC00943, SCARA5, AC092353.2, AL450345.2, SST, LHX6, PAWR, TH, TLL2, NMU","Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%","Human M1C: 8.3%, Human FI: 6.3%, Human MTG: 5.3%"
254,NEUR,INT-SST,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"LINC01035, KLHL14, AL450345.2, ITGA1, PAWR, FBN2, AL590608.1, AC022133.2, SLC17A8, SST","Cerebral cortex: 77.9%, Hippocampus: 13.0%, Amygdala: 4.5%","Human M1C: 8.3%, Human MTG: 6.2%, Human MEC: 4.6%"
255,NEUR,,CBLN CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"AC046195.2, WNT16, GLP1R, HGF, AL138899.1, MYBPC1, TRDN, LINC01885, AC046195.1, AC006364.1","Cerebral cortex: 67.2%, Amygdala: 13.0%, Hippocampus: 12.1%","Human M1C: 5.6%, Human CEN: 5.0%, Human MTG: 4.3%"
256,NEUR,INT-PVALB,CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS,"WNT16, AC046195.2, MEPE, MYBPC1, AC006364.1, SRPK3, CPED1, AC106865.1, LHX6, AC022905.1","Cerebral cortex: 68.6%, Hippocampus: 21.8%, Basal forebrain: 5.0%","Human M1C: 8.3%, Human Sub: 6.3%, Human CA1U-CA2U-CA3U: 6.0%"
257,NEUR,INT-PVALB,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS,"MEPE, WNT16, MTND6P22, RGS5, HGF, RNF144B, AC006974.2, AC006364.1, LHX6, CPED1","Cerebral cortex: 73.5%, Hippocampus: 19.7%, Amygdala: 3.5%","Human M1C: 9.5%, Human MTG: 5.2%, Human CA1U-CA2U-CA3U: 4.6%"
258,NEUR,INT-SST,CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"WNT16, LINC01035, HGF, LHX6, TCIM, AC006364.1, AC046195.2, MYO5B, CRHBP, ARX","Cerebral cortex: 80.1%, Hippocampus: 6.7%, Amygdala: 6.3%","Human M1C: 8.8%, Human MEC: 6.6%, Human FI: 5.5%"
259,NEUR,INT-PVALB,CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"RGS5, AC022905.1, MYO5B, AL136114.1, TCIM, KCNS3, AC011586.2, MAFB, LHX6, CRHBP","Cerebral cortex: 89.3%, Amygdala: 3.4%, Hippocampus: 3.3%","Human MTG: 6.4%, Human M1C: 6.3%, Human A43: 4.0%"
260,NEUR,INT-PVALB,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"OSTN, IQGAP2, TCIM, AC022905.1, C1QL1, ACADL, WNT16, LHX6, CRHBP, MYO5B","Cerebral cortex: 86.4%, Amygdala: 4.6%, Basal forebrain: 4.2%","Human MEC: 9.0%, Human FI: 6.2%, Human ACC: 5.8%"
261,NEUR,INT-PVALB,CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"TCIM, RNF144B, LRRC38, ADAMTS17, PRDM1, KCNS3, MYO5B, RGS5, OSTN, LHX6","Cerebral cortex: 95.5%, Hippocampus: 1.4%, Basal forebrain: 1.4%","Human M1C: 13.2%, Human MTG: 6.5%, Human A29-A30: 4.8%"
262,NEUR,INT-PVALB,CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"RNF144B, AL136114.1, PRDM1, SULF1, LRRC38, TCIM, WNT16, MYO5B, KCNS3, AL096865.1","Cerebral cortex: 94.5%, Basal forebrain: 2.1%, Hippocampus: 1.8%","Human M1C: 8.7%, Human MTG: 7.9%, Human A29-A30: 4.5%"
263,NEUR,,CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC TAC UBL proSAAS,"LRRC38, OSTN, SULF1, TCIM, PVALB, ADAMTS17, RNF144B, AC118942.1, PRDM1, AL096865.1","Cerebral cortex: 98.5%, Basal forebrain: 0.6%, Hippocampus: 0.4%","Human M1C: 18.6%, Human A29-A30: 10.6%, Human V1C: 9.3%"
264,,CHAND,CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG SPX TAC UBL VGF proSAAS,"COL15A1, LINC00943, AC046195.2, NOG, LINC01837, C1QL1, CA8, PTHLH, CRH, ZNF385D-AS2","Cerebral cortex: 84.5%, Amygdala: 5.7%, Basal forebrain: 4.7%","Human M1C: 6.5%, Human S1C: 5.6%, Human A29-A30: 4.8%"
265,NEUR,CHAND,CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG TAC UBL VGF proSAAS,"AC046195.2, LINC00943, PCDH18, COL15A1, PTHLH, C1QL1, LINC01837, NOG, CA8, PLEKHH2","Cerebral cortex: 72.8%, Amygdala: 17.1%, Hippocampus: 5.1%","Human MEC: 6.1%, Human M1C: 4.8%, Human BL: 4.2%"
266,NEUR,CHAND,CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG SPX TAC UBL proSAAS,"IL18R1, C1QL1, COL15A1, IBSP, LINC01837, CPED1, LINC00943, GRIN2C, LHX6, PTHLH","Amygdala: 42.8%, Hippocampus: 27.1%, Cerebral cortex: 25.1%","Human CMN: 12.5%, Human BL: 8.8%, Human La: 8.4%"
267,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NPW NUCB NXPH SCG TAC UBL VGF proSAAS,"EXOC1L, CASP4LP, AC092819.3, ACADL, LINC01344, ANO1, CHST9, CHRDL1, ROR1, MYB","Hippocampus: 80.6%, Cerebral cortex: 13.8%, Amygdala: 1.9%","Human CA4C-DGC: 23.2%, Human CA1U-CA2U-CA3U: 10.4%, Human CA1C-CA3C: 9.5%"
268,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG SST TAC UBL VGF proSAAS,"CHRDL1, AL136456.1, EYA4, HAPLN1, LINC01344, CHST9, ANO1, TACR1, GRPR, NPPC","Hippocampus: 95.5%, Cerebral cortex: 2.4%, Amygdala: 1.1%","Human CA1U-CA2U-CA3U: 17.8%, Human CA3R: 17.6%, Human CA4C-DGC: 13.9%"
269,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,"CHRDL1, C1QL1, ANO1, TMEM255A, ACADL, LINC01344, ISM1, CHST9, NGF, GRPR","Cerebral cortex: 43.7%, Hippocampus: 25.7%, Amygdala: 22.8%","Human MEC: 8.5%, Human CMN: 6.9%, Human CA1U-CA2U-CA3U: 6.2%"
270,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL proSAAS,"LINC01344, SFRP1, ANO1, EYA4, LINC00943, CA1, PDGFD, NOS1, CHRDL1, CDCA7","Cerebral cortex: 86.2%, Hippocampus: 6.7%, Thalamus: 3.3%","Human M1C: 12.3%, Human MTG: 5.2%, Human S1C: 4.5%"
271,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,"LINC01344, SFRP1, ANO1, CHRDL1, EYA4, HAPLN1, ADGRG6, AL136456.1, MYB, CASP4LP","Cerebral cortex: 63.9%, Amygdala: 16.6%, Hippocampus: 9.9%","Human MEC: 11.6%, Human LEC: 5.7%, Human CEN: 4.6%"
272,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL UCN VGF proSAAS,"LINC01344, SFRP1, ANO1, PDGFD, EYA4, FREM2, AP002989.1, CHRDL1, HAPLN1, ADGRG6","Cerebral cortex: 67.5%, Amygdala: 16.1%, Basal forebrain: 7.8%","Human MEC: 6.2%, Human FI: 5.9%, Human LEC: 4.8%"
273,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS,"LINC01344, SFRP1, HAPLN1, CHRDL1, EYA4, ANO1, ADGRG6, TMEM255A, MYB, CHST9","Amygdala: 44.9%, Cerebral cortex: 33.4%, Hippocampus: 7.3%","Human BL: 11.5%, Human CEN: 9.9%, Human CMN: 9.0%"
274,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG UBL UCN proSAAS,"LINC01344, AC137770.1, SFRP1, AC132803.1, HAPLN1, EYA4, PDGFD, ANO1, AP002989.1, LINC00298","Cerebral cortex: 84.6%, Basal forebrain: 5.9%, Hippocampus: 3.1%","Human M1C: 11.7%, Human MTG: 7.6%, Human Cla: 4.8%"
275,NEUR,INT-LAMP5-LHX6,CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PTHLH SCG UBL UCN proSAAS,"LINC01344, SFRP1, HAPLN1, PDGFD, EYA4, ADGRG6, ANO1, AC137770.1, AP002989.1, CRABP1","Cerebral cortex: 66.0%, Amygdala: 16.5%, Basal forebrain: 9.9%","Human Cla: 7.5%, Human MEC: 6.9%, Human MTG: 5.9%"
276,NEUR,INT-VIP,CCK CHGA CHGB GRP IGF NAMPT NPY NUCB NXPH PNOC SCG SST UBL VGF VIP proSAAS,"SHISAL2B, HTR3A, SLC17A8, LINC01997, GAS2L3, SCGN, AC112178.1, GPC3, PTGFR, ACADL","Hippocampus: 73.7%, Amygdala: 13.0%, Cerebral cortex: 10.8%","Human CA3R: 12.6%, Human CA4C-DGC: 12.2%, Human CA1U-CA2U-CA3U: 11.2%"
277,NEUR,,CCK CHGA CHGB CRH IGF NAMPT NUCB NXPH PNOC SCG UBL VGF proSAAS,"SCGN, SP8, LINC01497, DDR2, AC005064.1, LINC01162, ABCB5, TNFSF11, ANGPT1, RELN","Cerebral cortex: 77.4%, Amygdala: 13.3%, Hippocampus: 6.1%","Human M1C: 6.8%, Human LEC: 5.1%, Human FI: 4.8%"
278,NEUR,,CCK CHGA CHGB CRH IGF NAMPT NPW NUCB NXPH PNOC SCG SST UBL proSAAS,"SP8, CXCL14, DDR2, AC006305.1, AC005064.1, RELN, ABCB5, GRPR, AC092819.3, NDNF","Cerebral cortex: 78.0%, Amygdala: 10.4%, Hippocampus: 8.1%","Human MEC: 5.9%, Human LEC: 4.8%, Human M1C: 4.7%"
279,NEUR,INT-VIP,CCK CHGA CHGB CRH IGF NAMPT NUCB NXPH SCG UBL VIP proSAAS,"LINC01162, AC006305.1, HTR3A, HGFAC, SP8, CXCL14, SLC17A8, CNR1, LINC01470, LINC01416","Cerebral cortex: 54.6%, Hippocampus: 26.0%, Amygdala: 14.6%","Human MEC: 5.4%, Human CMN: 5.0%, Human CA4C-DGC: 5.0%"
280,NEUR,INT-VIP,CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL VIP proSAAS,"AC006305.1, LINC01416, AL391832.4, LINC01905, SP8, DCN, CHRNB3, CXCL14, CHRNA7, CRH","Cerebral cortex: 73.7%, Amygdala: 13.3%, Hippocampus: 7.8%","Human MEC: 7.2%, Human Pir: 6.0%, Human LEC: 5.6%"
281,NEUR,INT-VIP,CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL VIP proSAAS,"HTR3A, AC004862.1, AL139090.1, HGFAC, AL391832.4, CHRNA6, EDNRA, AC006305.1, CHRNB3, TNFAIP8L3","Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%","Human Pir: 5.7%, Human MEC: 4.6%, Human M1C: 4.5%"
282,NEUR,,CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL proSAAS,"AC004862.1, AC091576.1, ADAM33, CXCL14, NDNF, AL139090.1, AL391832.4, AC073316.1, ARHGAP36, AC068633.1","Cerebral cortex: 82.6%, Hippocampus: 11.9%, Amygdala: 2.2%","Human A32: 5.2%, Human MTG: 5.1%, Human M1C: 4.8%"
283,NEUR,,CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST UBL VGF proSAAS,"CXCL14, AC004862.1, BAGE2, PCDH18, AL139090.1, AL356585.4, AL391832.4, SGO1-AS1, AC073316.1, KMO","Cerebral cortex: 81.0%, Hippocampus: 9.3%, Amygdala: 5.0%","Human MTG: 5.2%, Human A32: 4.5%, Human MEC: 4.1%"
284,NEUR,INT-VIP,CBLN CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC PTHLH SCG TAC UBL VGF VIP proSAAS,"AC011990.1, PCDH18, CXCL14, LINC01931, KMO, PTGFR, LINC02397, AL136114.1, LINC02144, VIP","Cerebral cortex: 74.7%, Amygdala: 9.9%, Hippocampus: 9.3%","Human M1C: 5.9%, Human MEC: 5.8%, Human MTG: 4.9%"
285,NEUR,INT-VIP,CCK CHGA CHGB IGF NAMPT NUCB NXPH PENK PNOC SCG TAC UBL VIP proSAAS,"PTGFR, PENK, PCDH18, LINC01497, NR2E1, OSTM1-AS1, VIP, CXCL14, AC008798.3, HTR3A","Cerebral cortex: 62.9%, Hippocampus: 22.3%, Amygdala: 9.5%","Human M1C: 7.7%, Human CA1C-CA3C: 5.2%, Human MEC: 4.2%"
286,NEUR,INT-LAMP5,CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NPW NPY NUCB NXPH PNOC SCG SST UBL VGF proSAAS,"NDNF, CXCL14, AC005064.1, RELN, NMBR, LINC00298, MYH11, AC092819.3, NR2E1, SLC25A48","Cerebral cortex: 70.6%, Hippocampus: 13.8%, Amygdala: 10.2%","Human MEC: 5.8%, Human M1C: 5.5%, Human MTG: 4.3%"
287,NEUR,INT-LAMP5,CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NUCB NXPH SCG SST UBL proSAAS,"MYH11, LINC00298, HAPLN1, AC092819.3, AC137770.1, EYA4, KIT, TRPC3, AC132803.1, RELN","Cerebral cortex: 53.6%, Amygdala: 17.5%, Hippocampus: 15.0%","Human M1C: 6.2%, Human MEC: 5.8%, Human BL: 4.1%"
288,NEUR,INT-LAMP5,CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NUCB NXPH SCG UBL proSAAS,"HAPLN1, AC137770.1, LINC00298, AC132803.1, KIT, PKP2, EYA4, ROR2, NXPH2, GRPR","Cerebral cortex: 70.6%, Amygdala: 13.7%, Hippocampus: 6.3%","Human M1C: 7.3%, Human MTG: 5.0%, Human MEC: 4.7%"
289,NEUR,INT-VIP,CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PNOC PTHLH SCG TAC UBL VGF VIP proSAAS,"TAC3, AC011990.1, KMO, AJ006995.1, SCTR, SHISA8, SLC22A3, AL450338.2, LINC02488, DCN","Cerebral cortex: 82.1%, Hippocampus: 7.9%, Amygdala: 5.8%","Human M1C: 7.0%, Human MTG: 6.6%, Human MEC: 4.8%"
290,NEUR,INT-VIP,CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG TAC UBL VGF VIP proSAAS,"SHISA8, VIP, SCTR, FLT1, SLC22A3, KMO, PTHLH, GGT4P, CXCL12, LINC02488","Cerebral cortex: 83.0%, Hippocampus: 8.5%, Amygdala: 5.2%","Human MTG: 7.1%, Human M1C: 5.4%, Human A40: 3.9%"
